titles,content,label
Zahlenroulette: Familienministerium liefert vollkommen wirre Daten,"Familienleistung    21. Juli 2021 / 13:44Zahlenroulette: Familienministerium liefert vollkommen wirre DatenDie freiheitliche Familiensprecherin NAbg. Edith Mühlberguber stellt im Parlament regelmäßig Anfragen zu Familienleistungen, die Österreich an Kinder bezahlen muss, die in einem anderen Staat wohnhaft sind. Vor wenigen Tagen wurde eine Anfrage beantwortet, die sich mit dem Kinderbetreuungsgeld beschäftigt. Und über den Inhalt der Beantwortung kann man nur staunen.20 Millionen an Kinderbetreuungsgeld ins Ausland geflossenBekannt wurde, dass Österreich 20 Millionen Euro für im Ausland wohnhafte Kinder im Jahr 2020 bezahlen musste. Das ist im Grunde genommen schon nicht nachvollziehbar, dass nur, weil ein Ausländer in Österreich Steuern und Sozialversicherungsbeiträge bezahlt, deshalb einen Anspruch auf das Kinderbetreuungsgeld haben sollte, während der Staat, wo das Kind tatsächlich wohnt, keine Familienleistung bezahlen muss. Es sei denn, sie ist höher als die österreichische, dann bezahlt der nachrangig zuständig Staat die Differenz.Abgesehen davon werden Familienbeihilfe und Kinderbetreuungsgeld nicht aufgrund der Tatsache bezahlt, ob jemand Steuern und Sozialversicherungsbeiträge bezahlt. Das entsprechende EU-Gesetz in Sachen „Kindergeld ins Ausland“ ist nicht nachvollziehbar.Zahlen passen nicht zusammenAber nun zur Anfragebeantwortung aus dem Familienministerium. Es gibt eine Liste, in der von allen Staaten die gesamte Höhe an Kinderbetreuungsgeld genannt wird, die bezahlt wurde. Allerdings gibt es eine zweite Liste, in der aufgeschlüsselt wird, für wie viele Kinder die volle Höhe des Kinderbetreuungsgelds bezahlt wurde und für welche nur eine Differenzzahlung.Und die Zahlen dieser Liste können überhaupt nicht stimmen. So hätte Österreich im Jahr 2020 als vorrangig zuständiger Staat mehr als 1,8 Millionen Euro für Kinder, die in der Tschechischen Republik wohnhaft sind, bezahlt, obwohl in der Statistik nur ein einziger Anspruchsberechtigter aufscheint. Anmerkung: Das Kinderbetreuungsgeld beträgt für Eltern maximal um die 12.000 Euro.Unstimmigkeiten am laufenden BandÄhnlich bei der Bundesrepublik Deutschland. Ein Kind, aber mehr als 2,5 Millionen Euro bezahlt. In Ungarn gäbe es keinen Anspruchsberechtigten, der Kinderbetreuungsgeld in voller Höhe bezogen hätte. Allerdings wären mehr als 4,6 Millionen Euro an dort wohnhafte Kinder geflossen. Im Gegenzug scheinen bei Luxemburg rund 1.150 Anspruchsberechtigte auf, die allesamt leer ausgegangen sein sollen.Bei der ersten Liste, bei der die Gesamtzahl genannt wird, heißt es, dass es drei Anspruchsberechtigte und drei Kinder in Belgien gibt. In der anderen Liste wurde bei beiden Kategorien Null angegeben.Scheitert auch FABIAN?Sind die Krankenkassen technisch in der Lage, korrekte Zahlen zu liefern oder nicht? Welche skurrilen Daten wurden da der EU-Kommission übermittelt? Wenn beim IT-Programm FABIAN für die Familienbeihilfe samt Kinderabsetzbetrag das gleiche Schlamassel der Fall sein sollte, dann sollte man das millionenteure Werk gleich wieder einstampfen.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Zahlen explodieren: Schon 1.774 Asylanten kassieren unser Pflegegeld!,"Pflege    20. Juli 2021 / 12:02Zahlen explodieren: Schon 1.774 Asylanten kassieren unser Pflegegeld!Unzensuriert hat im Mai darüber berichtet, dass sowohl Asylberechtigte als auch subsidiär Schutzberechtigte einen Anspruch auf das Bundespflegegeld haben.Zahl der asylantischen Pflegegeldbezieher explodiertDamals gab es Daten bis zum Jahr 2016. Im Dezember 2015 gab es 672 Asylanten, die einen Anspruch auf ein Pflegegeld hatten. Im Folgejahr waren es 817.Wie viele es seither waren, wollte die freiheitliche Seniorensprecherin Rosa Ecker wissen. Die Anfragebeantwortung liegt nun vor und überrascht im negativen Sinne. Mit Stand Dezember 2020 bekamen schon 1.774 Asylanten das Bundespflegegeld. Somit hat sich in wenigen Jahren die Anzahl der Bezieher verdreifacht!Es ist davon auszugehen, dass die Anzahl weiter steigen wird. Immerhin gab und gibt es laufend „Flüchtlingswellen“. Wenn allerdings ein Asylant einen Daueraufenthalt in Österreich erworben hat, stellt sich die Frage, ob er als Asylant in der Statistik gezählt wird.Grundversorgung, Mindestsicherung und Pflegegeld Das Bundespflegegeld ist grundsätzlich eine Leistung, die von jenem Pensionsversicherungsträger gewährt wird, von dem der Pflegefall seine Pension bezieht. Wenn allerdings keine Pension bezogen wird, dann sorgt die PVA für ein Pflegegeld.Anders gesagt, man muss nicht gearbeitet haben, um ein Pflegegeld zu bekommen. Asylanten, die als Asylwerber jedenfalls fest Grundversorgung bekommen, kassieren in Folge die Mindestsicherung, wenn sie nicht arbeiten gehen. Sie müssen keinen Tag arbeiten und erhalten dann auch noch das Pflegegeld, wenn sie zu einem Pflegefall werden.Österreicher ohne PflegegeldIn Österreich wohnhafte Pensionisten, die allerdings gearbeitet haben, aber ausschließlich von der Schweiz die Rente erhalten, haben von Österreich keinen Anspruch auf das Bundespflegegeld, erhalten aber auch von der Schweiz keine Pflegegeldleistung. Das muss einmal jemand verstehen.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
FPÖ-Lausch kritisiert: Fußfessel für islamische Gefährder geplant,"Justiz    19. Juli 2021 / 21:19FPÖ-Lausch kritisiert: Fußfessel für islamische Gefährder geplantDer Justizwachebeamte und FPÖ-Politiker Christian Lausch stellt regelmäßig parlamentarische Anfragen zum sogenannten „elektronisch überwachten Hausarrest“, der allgemein als „Fußfessel“ bekannt ist. Unzensuriert hat zuletzt im November 2019 berichtet.Die geschwurbelte Antwort der MinisterinLausch wollte bei seiner aktuellen Anfrage unter anderem wissen, ob im Zuge der geplanten Reform des Strafvollzuges auch islamische Gefährder (etwa verurteilte IS-Terroristen) von der Fußfessel profitieren könnten.Justizministerin Alma Zadic braucht in der Beantwortung 22 Zeilen und somit mehr als die Hälfte einer Seite. Ihre kryptische Antwort muss als „Ja“ interpretiert werden. Wenn angenommen werden kann, dass Maßnahmen zur Deradikalisierung und Resozialisierung gewirkt haben, könnte unter strengen Auflagen die Fußfessel auch für diese Gruppe von „geläuterten Islamisten“ genehmigt werden.Hohe Auflagen und KostenersatzDerzeit dürfen diverse Häftlinge unter gewissen Auflagen ihre Haft außerhalb einer Justizanstalt verbüßen, wobei in der Regel der Wohnsitz des Häftlings der Ort ist, an dem sich die Person zu auferlegten Zeiten aufzuhalten hat.Außerdem muss ein gewisser Kostenersatz für die Überwachung im Zuge des Hausarrests von den Häftlingen gewährt sein. Und das setzt voraus, dass die Häftlinge Einkommen durch eine Erwerbstätigkeit erhalten.Zu den aktuellen Zahlen:Im Zeitraum Jänner 2020 bis April 2021 durften 1.301 Häftlinge den elektronischen Hausarrest in Anspruch nehmen. Für das Jahr 2020 sind Kosten von 4,7 Millionen Euro entstanden. Rund 800.000 Euro konnten im Wege des Kostenersatzes eingenommen werden.Einer recht geringen Anzahl von 80 Personen musste die Fußfessel entzogen werden. Gründe gibt es viele. Sie reichen von einer neuerlichen Verurteilung bis zum Verlust des Arbeitsplatzes oder der Wohnung. Sehr oft führen auch positive Alkohol- oder Drogentests zum Fußfesselentzug. Einige Personen sind nicht zum Hausarrest zurückgekehrt, wieder strafffällig geworden, eine ist sogar geflohen.Welche Straftäter haben die Fußfessel?Das Ministerium hat auch bekannt gegeben, wegen welcher Straftat jene Häftlinge verurteilt wurden, die eine Fußfessel erhalten haben. Die Liste ist hier abrufbar. Allerdings sind fast alle Straftaten nach ihrem Paragrafen im Strafgesetzbuch angeführt, was eine Auswertung sehr aufwendig macht.Lausch ist grundsätzlich ein Befürworter der Fußfessel. Allerdings dürfe diese nicht an Häftlinge erteilt werden, die besondere Gewaltverbrechen begangen haben. Dazu zählt sexueller Missbrauch vor allem auch von Kindern. Islamische Gefährder sollten aus Sicht des Freiheitlichen ebenfalls keine Chance auf die Fußfessel erhalten.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Regierung lässt Unwetteropfer im Regen stehen und sorgt sich um Klimakrise,"Hochwasser    19. Juli 2021 / 20:46Regierung lässt Unwetteropfer im Regen stehen und sorgt sich um KlimakriseSchwarz-Grün schreckt offenbar auch in der Hochwasserkatastrophe vor Parteipolitik nicht zurück. Statt einem Antrag der Freiheitlichen heute, Montag, auf bedingungslose Hilfe aus dem Katastrophenfonds für Unwetteropfer zuzustimmen, um schnell helfen zu können, machen sich ÖVP und Grüne Sorgen um die Klimakrise.Opferhilfe an Bekämpfung der Klimakrise geknüpftDer Entschließungsantrag der ÖVP war zwar ähnlich wie jener der FPÖ formuliert, allerdings – und das ist bemerkenswert – knüpfte ihn die Regierung in der Begründung an das Bekenntnis des Nationalrats an „die im Regierungsprogramm festgeschriebenen Maßnahmen zur Bekämpfung der Klimakrise“.Durch die Ablehnung des FPÖ-Antrags stimmten die Regierungsparteien überdies gegen eine Verbesserung des Hochwasserschutzes und gegen die bessere Finanzierung der freiwilligen Feuerwehr.Katastrophe als Instrument für SelbstinszenierungIn einer Aussendung zeigte sich die Antragstellerin der FPÖ, Klubobmann-Stellvertreterin Dagmar Belakowitsch, über das Verhalten der ÖVP und der Grünen empört:Es zeigt sich einmal mehr, dass der Kurz-Truppe die Nöte der Bürger vollkommen egal sind. So wie bei Corona ist die Hilfe nur ein Instrument zur Selbstinszenierung. Man gewinnt unzweifelhaft den Eindruck, dass die Regierung sogar die furchtbaren Unwetter für ihre Propaganda nützen will und sich der Kanzler wohl bald wieder als Retter der Welt inszenieren wird – diesmal mit einem neuen grünen Beiwagerl in Person der Klimaschutzministerin.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Peter Pilz möchte „Rotzbuam“ Sebastian Kurz „zum Teufel jagen“,"Oe24    19. Juli 2021 / 10:11Peter Pilz möchte „Rotzbuam“ Sebastian Kurz „zum Teufel jagen“Ex-Politiker Peter Pilz (Grüne, Jetzt – Liste Pilz) hat noch ein politisches Projekt, das er gemeinsam mit Freunden positiv abschließen möchte: Er will den „Rotzbuam“ ÖVP-Kanzler Sebastian Kurz „zum Teufel jagen“.Autoritär, bildungslos und subtanzlosIn der Sendung „Fellner!Live“ auf oe24 sagte Pilz wortwörtlich:Österreich hat sich so einen Politiker, so einen autoritären, bildungslosen, substanzlosen und Rotzbuam schlicht und einfach nicht verdient.Politische Infamität und VerlogenheitSeiner Meinung nach wälzt Kurz die Verantwortung geschickt ab:Dass solche Leute in der Politik den Ton angeben, hunderte Millionen Euro für Propaganda hinausschmeißen, jetzt eine Covid-Politik machen, wo die jungen Menschen in Österreich die Versuchskaninchen eines Bundeskanzlers sind, der aus taktischen Gründen nicht mehr Regierungsverantwortung für die Gesundheit der Österreicher übernehmen will.Dabei stößt Pilz besonders die Unverfrorenheit von Kurz auf:Das ist so eine Schande und so ein Grad an politischer Infamität und zum Teil auch Verlogenheit, dass es mein einziges großes Ziel ist, vom österreichischen Gesundheitssystem bis zur Pressefreiheit, von der Polizei bis zur Justiz und bis zum österreichischen Parlament, das alles gemeinsam mit vielen anderen gegen diese türkise Partie, gegen diese autoritäre Sekte zu verteidigen.Als Grüner im ParlamentDer Ex-Grüne teilte live im Fernsehen so heftig gegen Kurz aus, dass die Moderatorin einschreiten und ihn in seiner Rage bremsen musste.In der Polit-Pension scheint Peter Pilz dahinter gekommen zu sein, wer Schaden an der Demokratie anrichtet. Und zwar Hand in Hand mit jenen Leuten, mit denen Peter Pilz selbst einmal als Grüner im Parlament saß.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Niemand hat die Absicht… Was der Staat aus seinen Überwachungsbefugnissen macht,"Überwachungsstaat    19. Juli 2021 / 09:23Niemand hat die Absicht… Was der Staat aus seinen Überwachungsbefugnissen machtErst im Juni hat die Regierungskoalition aus CDU/CSU und SPD im Bundestag die beiden Staatstrojaner-Gesetze beschlossen.Geheimdienste und Polizei lesen private Nachrichten mitDer Verfassungsschutz und die Polizei können jetzt Chats in Whatsapp und Co. mitlesen. Natürlich nur zum Besten für die Bevölkerung! Schließlich geht es darum, Terrorismus abzuwehren und die innere Sicherheit zu verbessern.Doch dabei handelt es sich um einen Eingriff in die Grundrechte, wie die Gesellschaft für Freiheitsrechte meint, die deshalb gegen die Regelung klagen will. Gegen andere Gesetze, die den Einsatz von Staatstrojanern erlauben, laufen bereits Verfahren vor dem Bundesverfassungsgericht.Regierung macht sich lustigDiese Bedenken werden von der Regierung einfach weggewischt. CDU-Abgeordneter Mathias Middelberg erklärte in der Aussprache im Bundestag:Als die Leute sich noch mit Rauchzeichen oder Topfschlagen verständigt haben, da konnte jeder mithören.Na, denn. Es handle sich also nur um eine Technologieanpassung.Ausspionieren der BürgerIm Zusammenhang mit dem Ausspionieren der Bürger zeigt jetzt eine Untersuchung der Firma Surfshark, was der Staat, wenn er einmal die Möglichkeit hat, mit seinen selbstermächtigten Überwachungsbefugnissen macht.So sind 70 Prozent der größten Datenschnüffler weltweit EU-Staaten. Seit dem Jahr 2013 ist die Anzahl der abgefragten Nutzerdaten bei Google, Facebook, Microsoft und Apple um rund 213 Prozent angestiegen.Finanzamtabfragen explodierenDazu gehören auch die – heimlichen – Kontenabrufe bundesdeutscher, staatlicher Behörden. Finanzämter sowie zahlreiche weitere Behörden haben allein im Jahr 2020 sage und schreibe 1.304.565 Abfragen über Deutsche bei Banken durchgeführt.Vor 15 Jahren, als das sogenannte „Kontenscreenings“ ermächtigt wurde, waren es gerade einmal 8.700 Abfragen von Bankkonten.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Mehr als doppelt so viel Asylanträge wie in Italien,"Asylanten    19. Juli 2021 / 08:06Mehr als doppelt so viel Asylanträge wie in ItalienEs ist erst drei Wochen her, dass ein Somalier in Stuttgart drei Frauen getötet hat. Der mutmaßliche Täter lebte als Asylant seit 2015 in Deutschland, jetzt wegen dreifachen Mordes, versuchten Mordes und gefährlicher Körperverletzung in Untersuchungshaft.Spitzenreiter in EuropaAuch 2021 hat sich die Zahl der Asylanten trotz Corona-Einreisebeschränkungen wieder gewaltig gesteigert.47.231 neue Asylanträge wurden bisher in den ersten sechs Monaten dieses Jahres gestellt, womit die Bundesrepublik Deutschland wieder Spitzenreiter in der EU ist. 36 Prozent der Antragssteller nannten Syrien als Herkunft, gefolgt von 18 Prozent Afghanen und 6,6 Irakern.Vergleich mit anderen EU-StaatenIn der Bundesrepublik Deutschland wurde mehr als doppelt so oft Asyl beantragt wie etwa in Italien. Im Vergleich zu den fast 50.000 neuen Asylanträgen wurden in Ungarn nur 19, in Estland 30 und in Lettland 58 gestellt, wie die EU-Asylbehörde EASO laut Welt am Sonntag ermittelte.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Intervenierte die „ÖVP-Familie“ beim Bundesrechenzentrum für Immobilien-Tycoon Rene Benko?,"Ibiza-Untersuchungsausschuss    18. Juli 2021 / 17:58Intervenierte die „ÖVP-Familie“ beim Bundesrechenzentrum für Immobilien-Tycoon Rene Benko?Wenn man glaubt, die Grauslichkeiten aus den Chatnachrichten können die bereits bekannten Mitteilungen der „ÖVP-Familie“ nicht mehr übertreffen, wird man von diesem Irrtum immer wieder überrascht. Stimmen die Vermutungen, könnte durch politische Intervention ein Insolvenzantrag eines Unternehmens abgefangen worden sein, um einem – sagen wir einmal – sehr guten Bekannten von ÖVP-Bundeskanzler Sebastian Kurz einen Vorteil bei einem Immobiliengeschäft zu verschaffen.“Intrige” vom Berg AthosFolgende Nachricht von einem Kabinettsmitarbeiter im Finanzministerium an den damaligen Generalsekretär Thomas Schmid sorgt derzeit für wilde Spekulationen:Vom Berg Athos hast du die Zustellung des Insolvenzantrags von Kika/Leiner durch das BRZ gebremst! Cool!!!“Mit dem BRZ ist das Bundesrechenzentrum gemeint. Es untersteht dem Finanzministerium. Der Verdacht: Schmid habe das BRZ angewiesen, den Insolvenzantrag von Kika/Leiner abzufangen und nicht sofort an das zuständige Gericht weiterzuleiten. Das Online-Medium Zack.zack.at, das über diese Chatnachricht als erstes berichtete, schrieb von einer „Intrige“.Benko schielte auf Kika/Leiner-ImmobilienWarum also hätte Schmid das machen sollen? Es wird gemutmaßt, dass mit diesem Manöver dem Immobilien-Tycoon Rene Benko Zeit für Verhandlungen mit den Eigentümern von Kika/Leiner verschafft hätte werden sollen. Benko, der ja das Leiner-Haus in der Wiener Mariahilfer Straße auf ziemlich mysteriöse Weise erwarb (unzensuriert berichtete), hatte ein Auge auf die Immobilien des in finanzielle Schieflage geratenen Möbelunternehmens geworfen und steckte dem Vernehmen nach mitten in den Verhandlungen.Hatte also Schmid tatsächlich für den sehr guten Bekannten von Sebastian Kurz interveniert, um ihm einen Vorteil zu verschaffen? Die Chatnachricht des Kabinettsmitarbeiters, der, nachdem Schmid ÖBAG-Chef geworden war, zum Generalsekretär im Finanzministerium aufstieg, ließe darauf schließen.Bestätigung von keiner SeiteEine Bestätigung der möglichen Intervention gibt es aber von keiner Seite. Das BRZ bestritt gegenüber Zackzack.at jedweden Eingriff. Schmid ließ über seinen Anwalt ausrichten, dass er keine Stellungnahme abgeben möchte. Vonseiten der Wirtschafts- und Korruptionsstaatsanwaltschaft (WKStA) gab es vorerst keine Auskunft darüber, ob gegen Schmid Ermittlungen aufgrund der im Chat gelieferten Anhaltspunkte geführt werden oder nicht, schreibt der ORF.Die Signa Holding des Investors Rene Benko bestreitet, Nutznießer der mutmaßlichen Aktion gewesen sein zu können. Erstens hätten die früheren Gläubiger von Kika/Leiner gar keinen Insolvenzantrag eingebracht, hieß es in einer schriftlichen Stellungnahme gegenüber der APA. Zudem kenne Signa die Kommunikation zwischen Schmid und Schuster nicht und sie sei für das Unternehmen auch nicht nachvollziehbar. Es gilt die Unschuldsvermutung.Hafenecker will “lückenlose Aufklärung”Christian Hafenecker, FPÖ-Fraktionsführer im „Ibiza“-Untersuchungsausschuss, forderte jedenfalls eine „lückenlose Aufklärung“ und meinte:Ganz offensichtlich wurde hier in einer Nacht-und-Nebel-Aktion seitens der ÖVP alles unternommen, um Rene Benko einen lukrativen Immobilien-Deal zukommen zu lassen.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Grüne brechen in Umfragen immer mehr ein: Nur noch 24 Prozent hinter Baerbock,"Grüne    18. Juli 2021 / 16:14Grüne brechen in Umfragen immer mehr ein: Nur noch 24 Prozent hinter BaerbockDie Grünen unter Spitzenkandidatin Annalena Baerbock brechen in allen Umfragen immer mehr ein. Eine repräsentative Umfrage ergab nun, dass nur noch 24 Prozent der Deutschen sie für eine gute Kanzlerkandidatin halten.Erst folgte ein Medien-HypeAls die Grünen Annalena Baerbock als ihre Spitzenkandidatin für die Bundestagswahl im September verkündeten, wurde sie von der gesamten Zeitgeist-Medienlandschaft bejubelt. So fand man sie noch Ende April auf so gut wie allen Titelseiten, wie zum Beispiel vom Spiegel, der groß mit „Annalena Baerbock – Die Frau für alle Fälle“ titelte und beschrieb, dass „keiner mehr an ihr vorbei komme“.Schnell war der Glanz vorbeiNur drei Monate später ist der Glanz der grünen Kandidatin vorbei. Nach Plagiatsskandalen in ihrem neuen Buch, falsch gemeldeten Nebeneinkünften, falschen Daten im Lebenslauf und einem abgebrochenen Doktoratsstudium, für das sie die Fördergelder einkassierte, hat sich auch die etablierte Medienlandschaft auf sie eingeschossen.Zwar versuchen noch manche linken Zeitungen in einer Art deutscher Nibelungentreue zu ihr zu halten und den Umgang mit der Kandidatin als „Sexismus“ abzustempeln. So titelt der eben genannte Spiegel zum Beispiel am 17. Juli in Bezug auf Baerbock „Frauen in der Politik – Abqualifiziert, kleingemacht, gedemütigt“. Doch die meisten Blätter berichten längst negativ über sie.Inzwischen desaströse UmfragewerteAuch im Wahlvolk kommt sie nicht gut an. Die Umfrageergebnisse der Grünen brechen regelrecht ein. Während sie die Wahlumfragen Anfang Mai noch mit 28 Prozent und sechs Prozentpunkten Vorsprung auf die Union auf Platz eins anführten, befinden sie sich zwei Monate später nur noch abgeschlagen mit 17 Prozent gleichauf mit der SPD und ganze elf Prozentpunkte hinter der Union. Die detaillierten Umfrageergebnisse finden Sie hier.Grüne halten trotzdem an Baerbock festNun der nächste Umfrage-Schock für die Kandidatin. Wie die Bild berichtet, finden nur noch 24 Prozent der Deutschen, dass Baerbock eine geeignete Kanzlerkandidatin ist. Diese Zahl schließt auch alle Sympathisanten anderer weltanschaulich nahestehender Parteien, wie zum Beispiel der SPD, mit ein.Die eigenen Anhänger drängen auf einen Wechsel des Spitzenkandidaten zu ihrem Parteikollegen Robert Habeck. Doch dieser schließt dies kategorisch aus. Wie die Süddeutsche Zeitung berichtete, bezeichnete Habeck dies als „Kokolores“ (Berlinerisch für Unsinn). Somit scheinen die Grünen tatsächlich mit der unbeliebten Baerbock als Kandidatin die Wahl beschreiten zu wollen – oder besser zu müssen.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Wenn sogar der Weltklimarat den Politikern und Medien widerspricht,"Hochwasser    18. Juli 2021 / 09:29Wenn sogar der Weltklimarat den Politikern und Medien widersprichtVon Wien bis Berlin werden Politiker und Mainstream-Medien nicht müde, die Hochwasserkatastrophe in Rheinland-Pfalz und Nordrhein-Westfalen mit dem prognostizierten Klimawandel in Verbindung zu bringen.Klimaschutz wieder oben auf der TagesordnungDie Unwetter zeigten, dass der Klimawandel in Deutschland angekommen sei, meinte etwa Bundesumweltministerin Svenja Schulze (SPD). Ihr Parteikollege Vizekanzler Olaf Scholz rief zu verstärkten Bemühungen für den Klimaschutz auf. CDU-Chef Armin Laschet forderte anlässlich des Hochwassers weltweit mehr Tempo beim Klimaschutz. Und natürlich nennen die Grünen das Hochwasser in einem Satz mit dem Klimaschutz: „Zum einen müsse der Hochwasserschutz mehr Raum bekommen – und zum anderen brauche es stärkere Anstrengungen für mehr Klimaschutz und den gemeinsamen Kampf gegen die Erderwärmung“.Es hat etwas Erschreckendes, wie jetzt automatisch für jedes Wetterereignis – ob Hitze oder Kälte, Sturm oder Windstille, Dürre oder Starkregen – der Klimawandel verantwortlich gemacht wird. Auch die Medien, die eigentlich die Aussagen von Politikern kritisch untersuchen sollten, stimmen in den Alarmismus ein, ja verstärken ihn sogar. Und das europaweit.Europaweit wird Hochwasser mit Klimawandel in Verbindung gebrachtNeben der Kronen Zeitung berichtet etwa der britische Guardian, dass Klimaforscher das Hochwasser als Beleg dafür sehen, dass es aufgrund des Klimawandels schneller zu extremen Wetterverhältnissen, wie „Fluten, Hitzewellen, Dürren, Stürmen und anderen Formen von Extremwetter“ komme, als bislang angenommen.Le Monde aus Frankreich meint, dass das Extremwetter mitten im Bundestagswahlkampf das Thema Erderwärmung in den Fokus rücke. Die spanische Zeitung El Pais sieht „einen weiteren Beweis für die Herausforderungen, mit denen uns der Klimawandel konfrontiert“.Weltklimarat erwartet das GegenteilDoch womit konfrontiert uns der Klimawandel tatsächlich? Der Bericht des Weltklimarates aus dem Jahr 2019, einem Gremium, das die Klimahysterie stets befeuerte und also unverdächtig im Sinne des Zeitgeistes ist, sagt genau das Gegenteil davon aus, was uns die Politiker und Mainstream-Medien erklären.Laut Konsensprognose aktueller Klimamodelle soll es aufgrund der globalen Erwärmung in Zukunft weniger Überschwemmungen im Einzugsgebiet des Rheins geben. Bei einer Erwärmung um 1,5 Grad Celsius würden die Überschwemmungen laut Vorhersage gegenüber heute leicht zurückgehen und bei einer Erwärmung um 2,0 Grad Celsius ist sogar mit einem deutlichen Rückgang zu rechnen.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
