titles,content,label
Lähmung als Impf-Nebenwirkung: 100 Fälle nach Johnson & Johnson-Stich,"Coronavirus    13. Juli 2021 / 12:33Lähmung als Impf-Nebenwirkung: 100 Fälle nach Johnson & Johnson-StichNeben der alles beherrschenden Propaganda für das Impfen, gehen Meldungen über Nebenwirkungen gerne unter. Doch jetzt warnt sogar die US-Arzneimittelbehörde „Food and Drug Administration“ (FDA) vor einem „erhöhten Risiko“ einer seltenen Nervenerkrankung bei Impfungen mit dem Corona-Vakzine des Pharmakonzerns Johnson & Johnson.Krankheit mit LähmungserscheinungenNach einem Bericht der Frankfurter Allgemeinen Zeitung zufolge, die sich auf FDA-Angaben stützt, seien dutzende Fälle des so genannten Guillain-Barré-Syndroms gemeldet worden. Es gebe 100 vorläufige Berichte über ein Auftreten der neurologischen Krankheit mit Lähmungserscheinungen. Demnach mussten in 95 Fällen Patienten ins Krankenhaus eingeliefert werden. Ein Mensch starb.Die FAZ vergisst nicht zu erwähnen, dass diese „wenigen Fälle“ bei rund 12,5 Millionen verabreichten J&J-Impfdosen auftraten.Rückschlag für Johnson & JohnsonDie entzündliche neurologischen Erkrankung führe zu Muskelschwäche bis hin zu Lähmungen. Dieses Syndrom würde auch bei Grippe-Impfungen auftreten.Der Warnhinweis der FDA ist dennoch ein Rückschlag für Johnson & Johnson, deren Einsatz des Serums im April zwischenzeitlich ausgesetzt wurde, nachdem – vor allem bei jüngeren Frauen – “seltene” Blutgerinnsel aufgetreten waren.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Massenproteste in Kuba gegen kommunistische Regierung,"Kuba    12. Juli 2021 / 18:49Massenproteste in Kuba gegen kommunistische RegierungIm kommunistisch regierten Kuba kam es am Wochenende zu ungewöhnlich heftigen Ausschreitungen gegen die Regierung. Präsident Miguel Díaz-Canel goss indessen weiter Öl ins Feuer, da er seine Anhänger dazu aufrief, sich den Protesten gewaltsam entgegenzustellen.„Revolution“ brachte Armut und KorruptionDie ehemalige spanische Kolonie Kuba wurde durch einen Putsch des Revolutionärs Fidel Castro 1959 zu einer kommunistischen Diktatur. Anders als der europäische Ostblock und die Sowjetunion zerfiel Kuba jedoch nicht im Zuge der „Wende“ 1989/90, sondern blieb als kleiner, streng kommunistischer Staat bis heute bestehen. Während die Regierung bis heute von der weltweiten „Revolution“ spricht, spüren die Kubaner jedoch nichts von den angeblichen Vorzügen eines marxistisch-leninistischen Systems. Die Revolutionäre haben es in den letzten 60 Jahren nicht geschafft, die Wirtschaft des Staates zu stabilisieren. Im Gegenteil, die Armut auf der einen und die Korruption auf der anderen Seite scheinen so hoch wie noch nie zu sein. Lange vorbei sind die Glanzzeiten unter spanischer Krone, als man weltweit unter Seefahrern als “Perle der Karibik” galt.Volk schreit: „Nieder mit dem Kommunismus“Indes hört man in Kuba traditionell wenig von Unruhen oder Protesten. Die wahre Stimmung der Bevölkerung ist dabei schwer zu erfahren, da die Presse gleichgeschaltet ist und unliebsamen Journalisten Haft droht. Am Wochenende ereigneten sich jedoch ungewöhnlich schwere Unruhen. Wie Der Spiegel berichtet, fanden am Sonntag landesweit die größten Anti-Regierungskundgebungen seit vielen Jahren statt. Tausende Menschen marschierten auch in der Hauptstadt Havanna vor das Capitólio und riefen gemeinsam:Das Vereinte Volk wird nie besiegt werden!undNieder mit dem Kommunismus!Präsident ruft zu Gewalt aufPräsident Díaz-Canel, der seit 2019 Staatsoberhaupt und gleichzeitig Regierungschef ist, ruft indessen zu Gewalt auf. Statt zu schlichten oder zum Frieden aufzurufen, setzt er massiv Polizei gegen die Protestierenden ein. Es wurde Tränengas eingesetzt, mehrere Menschen wurden festgenommen. Doch mehr noch – er ruft tatsächlich seine Anhänger dazu auf, selbständig auf die Straße zu gehen und gegen die Demonstranten gewalttätig zu kämpfen. Wörtlich rief er in einer Fernsehansprache an sein Volk die „Revolutionäre“ dazu auf, sich der „Konterrevolution“ auf der Straße gewaltsam entgegenzustellen. Die Demonstranten könnten “nur über unsere Leichen“ die Macht an sich reißen. Wenn seine immer noch zahlreichen Anhänger ihrem Anführer Folge leisten, riskiert Díaz-Canel einen Bürgerkrieg.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Klima der Angst wirkt auf die Psyche – und lässt die Menschen die Freiheit aufgeben,"Coronavirus    11. Juli 2021 / 08:23Klima der Angst wirkt auf die Psyche – und lässt die Menschen die Freiheit aufgebenVor drei Wochen hätten die Corona-Beschränkungen in Großbritannien weitgehend auslaufen sollen. Doch dann erklärte Premier Boris Johnson, dass dies wegen des Aufkommens der Delta-Variante des Coronavirus um mindestens vier Wochen verschoben wird, denn es gebe „die reale Möglichkeit, dass das Virus die Impfungen überholen könnte“, wie er in einer im Fernsehen übertragenen Pressekonferenz sagte.Maßnahmen wirken auf psychische GesundheitDie permanente Angstmacherei zeigt Wirkung. Aber nicht beim Infektionsgeschehen, das saisonbedingt ohnedies gering ist. Sondern in der Psyche der Menschen.So gaben vier von fünf Briten bei einer am Donnerstag durchgeführten Umfrage an, dass sie ein Unbehagen vor dem Ende der Corona-Maßnahmen empfinden. Mehr als jeder Fünfte – 21 Prozent – seien demnach „sehr nervös“ über die Aufhebung der Corona-Beschränkungen, weitere 34 Prozent „ziemlich nervös“ und 24 Prozent „nicht sehr nervös“. Nur 21 Prozent gaben an, „überhaupt nicht nervös“ zu sein (zwei Prozent antworteten mit „weiß nicht“).Langanhaltendes AngstniveauUmfragen im vergangenen Jahr sahen ein ähnliches Maß an Angst in der Bevölkerung.Ein Abgeordneter zum Unterhaus hatte den Mainstream-Medien vorgeworfen, die Briten „ängstlich“ zu machen. Infolgedessen waren die Menschen bereit, „autoritäre“ Sperrregeln zu akzeptieren.Medien erzeugten „verzerrte Sicht“Es sei die propagandistische Berichterstattung, aber nicht die Todesfälle durch Corona, die eine „verzerrte Sicht auf das Leben und Sterben in Großbritannien“ warfen. Es gebe ja auch noch andere Krankheiten, die viel mehr Tote fordern.Aber: Je länger die Corona-Maßnahmen gelten, „desto unwahrscheinlicher werden wir daraus herauskommen. Wir sind in eine Angstspirale geraten.“Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Fragwürdige Unterstützung einer Militärdiktatur: Bundeswehr verstärkt Engagement in Mali,"Mali    8. Juli 2021 / 14:20Fragwürdige Unterstützung einer Militärdiktatur: Bundeswehr verstärkt Engagement in MaliAn der Ausbildungsmission der Europäischen Union EUTM Mali ist auch die Bundeswehr beteiligt. Nun übernimmt Deutschland die Führung des Einsatzes. In der ehemaligen französischen Kolonie sorgen Islamisten und Tuareg-Rebellen seit Jahrzehnten für Chaos und Krieg.Auf Unabhängigkeit folgte ChaosDas heutige Mali war bis 1960 Teil der riesigen Kolonie Französisch-Westafrika. Die Franzosen sorgten in dem Gebiet für politische Stabilität und wirtschaftlichen Aufschwung, nennenswert ist der Bau eines Eisenbahnnetzes. Mit den moslemischen Tuareg-Rebellen, die seit Jahrhunderten im Norden des Gebietes lebten, hielt man Frieden. Die Franzosen gewährten ihnen völlige Autonomie in ihrem Stammesgebiet, im Gegenzug waren die Rebellen an keinem Krieg mit Frankreich interessiert. Dies änderte sich seit der Unabhängigkeit. Unmittelbar nach der Errichtung des Staates Mali rutschte dieser in eine sozialistische Ein-Parteien-Diktatur ab. Es folgten in den letzten 60 Jahren Militärputsche, Kriege mit Nachbarländern, Korruption und Chaos. Heute ist das afrikanische Land zerrüttet.Einsatz seit fast zehn JahrenHeute kämpft eine Militärdiktatur, die das Land im Süden kontrolliert, gegen inzwischen radikalisierte, IS-nahe Islamisten und Tuaregs, die den Norden kontrollieren. Die internationale Gemeinschaft unterstützt dabei die Militärregierung mit vier Einsätzen. Die Afrikanische Union und Frankreich führen jeweils einen Kriegseinsatz gegen den Norden, die beide schon fast zehn Jahre andauern. Die Vereinten Nationen unterhalten parallel eine stabilisierende Friedensmission. Und schließlich administriert die Europäische Union die Ausbildungsmission EUTM Mali (European Union Trainings Mission Mali), die das örtliche Militär ausbilden soll.General Dauer führt 1.000 Soldaten anAm letztgenannten Einsatz nimmt auch die deutsche Bundeswehr mit rund 200 Soldaten teil. Ursprünglich sollte der Einsatz, der 2013 begann, nur 15 Monate andauern. Jedoch wurde er immer wieder verlängert, aktuell bis 2022. Insgesamt verschlang der Einsatz bereits gut 60 Millionen Euro. Nun verstärkt die Bundeswehr ihr Engagement zusätzlich, indem sie die höchste Einsatzleitung übernimmt. Wie das Redaktionsnetzwerk Deutschland berichtet, übernimmt Brigadegeneral Jochen Dauer den Oberbefehl über die insgesamt rund 1.000 EU-Soldaten.Sinn des Einsatzes äußerst fraglichMali gilt dabei als ein gefährliches Kriegsgebiet für unsere Soldaten. Seit 2013 sind bei der Ausbildungsmission zwei Soldaten gestorben, zuletzt wurden bei einem gegnerischen Angriff zwölf Bundeswehrsoldaten zum Teil schwer verletzt. Bei den Kriegseinsatz Frankreichs und der Friedensmission der Vereinten Nationen im gleichen Gebiet sind allein auf deren Seite fast 300 Soldaten gefallen. Dabei ist der militärische und politische Sinn des Einsatzes höchst fraglich. Es werden Regierungen unterstützt, die sich gegenseitig durch Putsche immer wieder ablösen. Die aktuelle Militärdiktatur löste erst dieses Jahr eine vorherige Militärdiktatur ab, die wiederum 2020 durch einen Putsch an die Macht gekommen war. Auch beklagen internationale Organisationen immer wieder, dass die im Land ausgebildeten Soldaten Menschenrechtsverletzungen begehen.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Kanada: Nationalarchiv zensiert ersten Premier wegen „offensiven“ Positionen,"Kanada    7. Juli 2021 / 19:23Kanada: Nationalarchiv zensiert ersten Premier wegen „offensiven“ PositionenSir John Alexander Macdonald war der erste Premierminister Kanadas. Er war maßgeblich an der Unabhängigkeit des heutigen Staates beteiligt. Nun hat das Kanadische Nationalarchiv nach Beschwerden zahlreiche Inhalte von ihm gelöscht, da seine Positionen nicht „divers“ genug waren.Macdonalds Verdienste für sein Land waren enormDas heutige Kanada besteht in seiner Form seit 1867. Davor war es eine Kolonie des Vereinigten Königreichs. Erster Premierminister wurde der schottisch-stämmige Sir John Alexander Macdonald. Seine Verdienste für den jungen Bundesstaat waren enorm, er war fast zwanzig Jahre lang Regierungschef. Zu seinen größten Leistungen zählt der Bau der transkontinentalen Eisenbahnlinie.Bürger fühlen sich angegriffenJedoch fühlen sich im heutigen Kanada einige „moderne“ Bürger allein von der Existenz der Positionen des inzwischen seit 130 Jahren verstorbenen Macdonalds angegriffen. Sie beschwerten sich lautstark beim kanadischen Nationalarchiv. Zentral geht es um Gesetzespakete, mit denen die Indianerbevölkerung des heutigen Kanadas enteignet wurde und um strenge Migrationsbeschränkungen gegen Chinesen. Viele Positionen und Schriften lassen sich in Original auf der Internetseite des Nationalarchives nachlesen.Archiv will Originaltexte „neu schreiben“Das Nationalarchiv ging dabei tatsächlich nicht nur auf die Beschwerden ein, sondern löscht den Großteil der Schriften Macdonalds aus dem Online-Archiv, sodass sie von den Bürgern nicht mehr abgerufen werden können. Wie summit.news berichtet, äußerten sich die Vertreter folgendermaßen:Unsere derzeitige Internetseite beinhaltet Informationen, die vor vielen Jahren geschrieben wurden. Bedauerlicherweise reflektiert dies nicht immer unser diverses und multikulturelles Land, es zeigt oftmals nur einseitig die kanadische Geschichte. Wir haben festgestellt, dass die Online-Verfügbarkeit einiger dieser Schriften offensiv sind. Daher haben wir uns dazu entschlossen, dass aus der Zeit gekommene Schriften gelöscht oder zeitgemäß neu verfasst werden.Vorgehen des Archives ein TabubruchDas Vorgehen des Staatsarchives kann auch aus neutraler Betrachtungsweise nur als Geschichtsfälschung beschrieben werden, da explizit gesagt wird, dass kritische Originaltexte „rewritten“ (deutsch: neu geschrieben) werden. Dass ein Staatsarchiv, das als unpolitische, wertfreie Aufbewahrungskammer der Geschichte dienen sollte, solche Schritte unternimmt, ist selbst für die heutige westliche Welt ein Tabubruch.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Transe in Frauen-Umkleideraum attackiert: “Antifa” reagiert mit Prügel-Angriff,"Kalifornien    7. Juli 2021 / 18:12Transe in Frauen-Umkleideraum attackiert: “Antifa” reagiert mit Prügel-AngriffIn Los Angeles kam es vor wenigen Tagen zu massiven Randalen. Auslöser für die Unruhen war ein Video, das in einem Fitnesscenter gefilmt worden war: Darin beschweren sich mehrere Gäste über einen nackten Mann im Damen-Umkleideraum.Studio-Leitung stellt sich auf Seite der TranseDie Spa-Leitung stellt sich auf die Seite der “Trans-Frau” und betont, dass sie rechtlich gesehen in Kalifornien die Damen-Umkleidekabine benutzen dürfe. Die Kunden sehen das überwiegend anders. So ruft etwa eine schockierte Frau: „Aber er ist ein Mann! Er hat einen Penis!“. Andere fordern ihren Mitgliedsbeitrag zurück.Wenige Tage nach dem Vorfall kam es zu GewaltattackenNur kurze Zeit später kam es vor dem Spa im Stadtteil Koreatown zu ersten Demonstrationen durch Anhänger der umstrittenen QAnon-Bewegung und streng religiöse Christen, die letztlich von Vermummten der linksradikalen “Antifa” brutal angegriffen wurden. Die Polizei von Los Angeles konnte die Gruppen nur unter dem Einsatz von Reizgas und Schlagstöcken trennen.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Britische Friseure müssen verpflichtend Schneiden von „Afro“-Frisuren erlernen,"Political Correctness    6. Juli 2021 / 19:52Britische Friseure müssen verpflichtend Schneiden von „Afro“-Frisuren erlernenDer Ausbildungsplan für Friseure folgt, wie oft bei Handwerksberufen, strengen nationalen Vorgaben. In Zukunft müssen im Vereinigten Königreich künftige Friseure in Rücksicht auf Schwarze auch das behandeln von „Afrofrisuren“ erlernen. Dabei machen Schwarze nur einen kleinen Teil der Bevölkerung aus.Staat gibt Inhalte vorDer Friseur ist einer der ältesten Handwerksberufe. Wer hierzulande seinen Gesellen- oder gar Meisterbrief erlangen möchte, wird vom Staat streng geprüft. Dabei gibt der Staat vor, welche Ausbildungsinhalte in der Lehre beinhaltet sein müssen. Ähnlich ist die Situation im Vereinigten Königreich. Doch einmal mehr haben Menschen mit afrikanischen Wurzeln ein Thema gefunden, bei dem sie sich benachteiligt fühlen.„Afro“-Frisuren auf dem LehrplanSchwarze Menschen, die gekräuselte Haare haben, fühlen sich von Friseuren ungerecht behandelt. Der Umgang mit gekräuselten Haaren bedarf dabei einer speziellen Ausbildung, die ein normaler Friseur nicht standardmäßig lernt. Wie Die Welt berichtet, hat nun die Regierung Großbritanniens beschlossen, dass jeder künftige Friseur den Umgang mit den gekräuselten „Afro“-Frisuren von Menschen afrikanischen Ursprungs lernen muss. Die Schwarzen hatten sich beschwert, dass sie zu teuren Sonderfriseuren müssen.Neuer Lehrplan ist reines PolitikumDabei wird schnell deutlich, dass einmal mehr schwarze Menschen durch Rassismus-Vorwürfe bevorzugt werden. Laut aktueller Volkszählung leben im Vereinigten Königreich nämlich nur gerade einmal drei Prozent Schwarze. Dabei ist auch die Zusammensetzung von asiatischem Haar von der Struktur her anders als Europäisches. Die Asiaten, die sieben Prozent der Gesamtbevölkerung ausmachen, beschweren sich hingegen nicht. Auch ist eine landesweite Vorgabe absurd, da sich die Nicht-Weiße Bevölkerung vor allem in den Städten wiederfindet. So hat London einen Anteil von 40 Prozent an nicht-weißen, auf dem Land hingegen leben fast ausschließlich Weiße. Dass der Dorffriseur seinem Lehrling nun dem Umgang mit „Afro“-Frisuren beibringen muss, ist ein reines Politikum.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Nach „Brexit“ verschärft Großbritannien Kampf gegen illegale Migration,"Asylmissbrauch    6. Juli 2021 / 15:33Nach „Brexit“ verschärft Großbritannien Kampf gegen illegale Migration„Take Back Control of our Borders“, also die Kontrolle über die eigenen Grenzen zurückzugewinnen, ist das erklärte Ziel von Großbritannien nach dem „Brexit“.Auffangzentren für MigrantenWie die Welt berichtet, will das Innenministerium der konservativen Regierung von Premierminister Boris Johnson das Asylrecht deutlich verschärfen. Geplant: Lebenslange Haftstrafen für Menschenschmuggler, Auffangzentren für Migranten in Übersee, illegal Einreisende sollen schneller abgeschoben werden können.Grenzschutz als “Brexit”-VersprechenDer „Brexit“ gibt Johnson nun freie Hand bei seinen Vorhaben, denn er muss jetzt nicht mehr auf europäische Richtlinien Rücksicht nehmen. Johnson hat ja beim Austritt aus der Europäischen Union den Bürgern versprochen, die eigenen Grenzen besser zu schützen.Boote mit Migranten im ÄrmelkanalDer Premierminister war zum Handeln gezwungen, weil sich trotz verstärkter Polizeikontrollen immer wieder Menschen von der französischen Küste aus auf den Weg nach Großbritannien machen. Boote mit illegalen Migranten werden im Ärmelkanal aufgegriffen – allein im Juni sollen es mehr als 2.000 gewesen sein. Laut BBC ein neuer Monatsrekord.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Nebenwirkung der Impfung: Studie bestätigt hohes Risiko für jüngere Männer,"Coronavirus    28. Juni 2021 / 14:44Nebenwirkung der Impfung: Studie bestätigt hohes Risiko für jüngere MännerSie reißen nicht ab, die Nachrichten aus dem Impf-Vorreiterland Israel zu den Nebenwirkungen der Corona-Impfung.Impfquote stagniertNeben einer Blutkrankheit wird der Wirkstoff von Biontech/Pfizer vor allem mit Herzentzündungen in Zusammenhang gebracht. Dass es vor allem bei jungen Männern zu dieser lebensgefährlichen „Nebenwirkung“ kommt, wurde schon mehrmals berichtet.In Israel sind bereits 61 Prozent der Bevölkerung einmal, 57 Prozent zweimal gegen Covid-19 fast ausschließlich mit dem Präparat von Biontech/Pfizer geimpft. Mit dieser Impfquote dürfte aber der Plafond erreicht sein, denn sie stagniert seit mehr als vier Monaten auf diesem Niveau.Je jünger umso mehr betroffenDabei kam es vor allem bei jungen Männern im Alter zwischen 16 und 30 Jahren zu Herzmuskelentzündungen oder Herzbeutelentzündungen. Hauptbetroffen wiederum die Minderjährigen (16- bis 19-Jährige).Diesen Zusammenhang bestätigen nun auch Daten der US-Gesundheitsbehörde CDC. Auch in den USA traten bei jungen Männern Herzmuskelentzündungen auf und zwar vor allem nach der zweiten Corona-Impfung.Pfizer sieht keinen ZusammenhangVon der Nachrichtenagentur Reuters auf diesen Umstand angesprochen, sagte ein Sprecher des Pharmaunternehmens Pfizer, dass man „in regelmäßigem Kontakt mit dem israelischen Gesundheitsministerium stehe, um die Auswertungen unseres Impfstoffes zu überprüfen“. Man sei sich der israelischen Beobachtungen von Herzmuskelentzündungen bewusst. Aber:Ein kausaler Zusammenhang mit dem Impfstoff wurde nicht festgestellt.Problem ist mRNA-ImpfungDie US-Behörde CDC bestätigt das in gewisser Weise. Die Entzündungen am Herzmuskel oder Herzbeutel bei jungen Männern seien zwar als Folge der Impfung gemeldet worden, das Problem ergebe sich jedoch nicht nur durch den Impfstoff von Biontech/Pfizer, sondern grundsätzlich mit mRNA-Impfstoffen. Auch eine Impfung mit dem Wirkstoff von Moderna erhöht demnach das Risiko einer Entzündung am Herzen in bestimmten Altersgruppen.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Ärzte vermuten Zusammenhang von Biontech/Pfizer-Impfstoff und Blutkrankheit,"Israel    24. Juni 2021 / 20:17Ärzte vermuten Zusammenhang von Biontech/Pfizer-Impfstoff und BlutkrankheitImpf-Weltmeister Israel lässt aktuell durch Medienberichte aufhorchen, wonach der in Österreich hauptsächlich verabreichte Corona-Impfstoff von Biontech/Pfizer im Verdacht steht, eine seltene Blutkrankheit auszulösen.Blutgerinnsel in OrganenLaut Jerusalem Post soll es zu einem Anstieg von Krankheitsfällen der Autoimmunerkrankung thrombotisch-thrombozytopenische Purpura gekommen sein. Dabei bilden sich Blutgerinnsel in verschiedenen Organen, was zu ernsthaften Gesundheitsproblemen führen kann. Binnen eines Monats soll es zu vier Fällen gekommen sein, was deutlich über dem normalen Schnitt von zwei bis drei Fällen pro Jahr liege.Forscher vom Institut für Hämatologie sehen einen „chronologischen Zusammenhang“ zwischen der Corona-Impfung der betroffenen Personen und der gefährlichen Krankheit. Die Bedrohung wird jetzt vom Gesundheitsministerium untersucht und eine Informationssperre verhängt.Auch gesunde Geimpfte sollen wachsam seinRisikopersonen und Ärzte sollen auf „die klinischen Symptome achten: Schwäche, Müdigkeit, neurologische Störungen, Blutungen und Brustschmerzen“. Auch geimpfte Personen, die sich gesund fühlen, sollen laut Empfehlung der Ärzte wachsam sein und sich sofort medizinische Hilfe suchen, wenn Symptome auftreten.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
Gelebter Parlamentarismus: In den USA ringt man um die Corona-Politik,"Coronavirus    21. Juni 2021 / 18:34Gelebter Parlamentarismus: In den USA ringt man um die Corona-PolitikWährend man in Österreich und der Bundesrepublik Deutschland das Gefühl hat, einer lückenlosen Einheitsfront von Corona-Maßnahmenbefürwortern gegenüberzustehen, wird in anderen Staaten sehr wohl über die Corona-Politik gerungen. Allen voran haben die Parlamente in Wien und in Berlin versagt, als sie gebraucht wurden.Gesetzesinitiativen höhlen den SteinNur die beiden rechten Parteien FPÖ und AfD haben mit Anfragen zumindest Debatten darüber angestoßen. Debatten, die von den anderen Parteien, wenn überhaupt, mit moralischen Ergüssen beantwortet und weggewischt wurden.Nicht so in den USA. Dort ergreifen immer wieder Politiker die Initiative und kämpfen – durchaus erfolgreich – gegen Impfpass, Corona-Maske und “Lockdowns”.Keine Masken in öffentlichen VerkehrsmittelnAm vergangenen Donnerstag brachte Senator Rick Scott von den Republikanern einen Gesetzesantrag ein, das es der Bundesregierung in Florida verbieten soll, Masken in öffentlichen Verkehrsmitteln vorzuschreiben. Seine Begründung:Die Amerikaner arbeiten hart daran, sich von den Verwüstungen von COVID-19 zu erholen, und Reisen sind entscheidend für die vollständige Wiedereröffnung unserer Wirtschaft.Vom Saulus zum PaulusSeit Beginn der Pandemie habe Scott das Tragen einer Maske unterstützt, um sich und andere zu schützen. Aber jetzt habe die Wissenschaft gezeigt, dass “wir den Kurs ändern und die Maskenpflicht aufheben können”.Damit stellt sich Scott gegen die Regierung des Demokraten Joe Biden, die im April die Maskenpflicht, die eigentlich nur bis 11. Mai in Kraft hätte sein sollen, bis 13. September verlängert hat.Moralische Unterstützung vom GegnerDie Demokraten lehnten den Antrag ab. Allerdings vor allem aus Parteiraison, denn der Kritik schloss sich Bidens Parteifreund, Senator Brian Schatz, an, der über die Regierungsbehörden sagte:Manchmal bewegen sie sich langsam, manchmal sind sie ein wenig zu vorsorglich.Zwar ist das Abstimmungsverhalten nach Klubzwang ein Armutszeugnis, zeigt aber, dass die Republikaner inhaltlich auf das richtige Pferd setzen.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
US-Bischöfe wollen Präsident Biden die Kommunion verwehren,"Abtreibung    19. Juni 2021 / 11:56US-Bischöfe wollen Präsident Biden die Kommunion verwehrenIn den USA ist die Legalität der Abtreibung ein heiß umkämpftes Politikthema. Die Demokraten, die linke Partei in Amerika, verteidigen unter Präsident Joe Biden die Liberalisierung der Schwangerschaftsabbrüche. Nun wehren sich die US-Bischöfe. Sie wollen Biden die Kommunion verwehren.Mehr Abtreibungen als KrebstoteIn den USA werden jährlich fast eine Million ungeborene Kinder abgetrieben. Wie die Tagespost berichtet, lag 2017 die Zahl bei 862.320. Würde der Fötus als vollwertiges Leben anerkannt sein, würde Abtreibung die mit Abstand häufigste Todesursache sein. Laut Statista waren die häufigsten Todesursachen 2017 Herzversagen und Krebs mit je rund 600.000 Fällen. Doch seit 1973 sind Abtreibungen in den Vereinigten Staaten erlaubt.Präsident steht hinter seiner ParteiTraditionell sind ist die Demokratische Partei für eine weite Liberalisierung der Praxis, die Republikaner sind für eine starke Verschärfung. Präsident Joe Biden, der sich zwar selbst als strengen Katholiken bezeichnet, steht hinter der Haltung seiner Partei. Doch nun wollen sich die US-Bischöfe gegen diese Haltung wehren.Konservativer Flügel setzt sich durchWie die Tagesschau berichtet, hat die Vollkonferenz der Bischöfe darüber abgestimmt, ob man eine formelle Erklärung der „Bedeutung der Eucharistie für das Leben“ ausarbeite. Mit dabei: Eine Klausel, die besagen soll, dass Politiker, die gegen die Grundsätze der Katholischen Kirche Politik machen, von der Kommunion ausgeschlossen werden sollen. Am Freitag, den 18. Juni, dann die Überraschung: Der Konservative Flügel der Konferenz setzte sich deutlich durch, der Antrag wurde mit 168 zu 55 Stimmen angenommen.Verwehrung wäre SkandalSollte die Klausel in die Erklärung kommen, müsste der Abtreibung befürwortende Präsident theoretisch von der Kommunion im Rahmen der Heiligen Messe ausgeschlossen werden. Dies wäre ein beispielloser Skandal in den großen Teilen streng gläubigen Vereinigten Staaten. Der Präsident äußerte sich dazu nur, dass die Angelegenheit eine Privatsache sei.Wenn Ihnen der Artikel gefallen hat, unterstützen Sie bitte das Projekt unzensuriert mit einer Spende. Per paypal (Kreditkarte) oder mit einer Überweisung auf AT58 1420 0200 1086 3865 (BIC: BAWAATWW), ltd. Unzensuriert",False
