titles,content,subject,label
Quartalszahlen: Deutsche-Bank-Tochter DWS steigert Gewinn um 40 Prozent,"Das von der Fondsgesellschaft verwaltete Kundenvermögen steigt im zweiten Quartal auf einen neuen Rekord. Erträge und Gewinne steigen deutlich.  Das verwaltete Kundenvermögen stieg das ein Rekordvolumen von 859 Milliarden Euro. Bild:  dpa  Das verwaltete Kundenvermögen stieg das ein Rekordvolumen von 859 Milliarden Euro. Der weltweite Börsenboom hat der Fondsgesellschaft DWS im ersten Halbjahr einen Gewinnsprung beschert. Der Nettogewinn kletterte im Vergleich zum Vorjahreszeitraum um 40 Prozent auf 340 Millionen Euro, wie die Deutsche-Bank-Tochter am Mittwoch mitteilte. Das verwaltete Kundenvermögen stieg um 39 Milliarden Euro auf ein Rekordvolumen von 859 Milliarden Euro. Alle Regionen in Amerika, Europa und Asien-Pazifik hätten zu dem Wachstum beigetragen. „Unsere überaus dynamische Geschäftsentwicklung bestätigt die strategische Richtung, die wir vor einem Jahr mit unserer global integrierten Struktur eingeschlagen haben“, sagte DWS-Chef Asoka Wöhrmann. Die Erträge erhöhten sich in den ersten sechs Monaten 2021 im Jahresvergleich um 17 Prozent auf 1,1 Milliarden Euro. Aufgrund der hohen Nettomittelzuflüsse sei davon auszugehen, dass die Erträge im Gesamtjahr höher ausfallen werden als 2020. Für Nachrichtenseiten wie WirtschaftsWoche Online sind Anzeigen eine wichtige Einnahmequelle. Mit den Werbeerlösen können wir die Arbeit unserer Redaktion bezahlen und Qualitätsartikel kostenfrei veröffentlichen.                                          Leider verweigern Sie uns diese Einnahmen. Wenn Sie unser Angebot schätzen, schalten Sie bitte den Adblocker ab.                                          Danke für Ihr Verständnis,Ihre Wiwo-Redaktion Impressum Datenschutzerklärung Adblocker deaktiviert?",no subject stated,True
"Mindestens zwei Tote, viele Verletzte: Nach Explosion in Leverkusen dauert Suche nach Vermissten an"," Dunkle Rauchwolke über Leverkusen. Einsatzkräfte der Werkfeuerwehr sind im Einsatz. Bild:  dpa  Dunkle Rauchwolke über Leverkusen. Einsatzkräfte der Werkfeuerwehr sind im Einsatz. Fünf Menschen werden nach der gewaltigen Explosion im Chempark in Leverkusen vermisst. Doch mit zunehmender Dauer des Einsatzes sinken die Hoffnungen, noch Überlebende finden zu können. Nach der Explosion in einer Müllverbrennungsanlage im Chempark Leverkusen wird weiter nach Vermissten gesucht. Bei dem Unglück waren nach Angaben des Betreibers vom Dienstagabend mindestens zwei Menschen gestorben, fünf Beschäftigte wurden vermisst. „Leider schwindet die Hoffnung, sie lebend zu finden, zusehends“, hatte Chempark-Leiter Lars Friedrich gesagt. Ähnlich äußerte sich ein Sprecher des Chemparks am Mittwochmorgen. Mit zunehmender Dauer und auch zunehmender Annäherung der Einsatzkräfte an den Brandherd verringere sich die Wahrscheinlichkeit, Überlebende zu finden. „Es hat sich um eine heftige Detonation gehandelt, die zu einer großen Schadenslage geführt hat“, verdeutlichte der Sprecher. Beim Löschen sei zudem Schaum zum Einsatz gekommen. Deshalb sei dieser Bereich unübersichtlich. Das erschwere auch die Suche nach den Vermissten. Feuerwehrleute seien weiterhin vor Ort. Der Einsatz dauere an. Die Zahl der Verletzen gab der Betreiber mit 31 an. Davon schwebe eine Person in Lebensgefahr. Neuere Angaben zu den Verletzten lagen am Mittwochmorgen zunächst nicht vor. Die gewaltige Explosion, die Zeugen zufolge im Umkreis von gut zehn Kilometern zu hören war, ereignete sich nach Angaben des Betreibers im Tanklager des Entsorgungszentrums Bürrig. Die Ursache war zunächst unklar. Eine gewaltige Rauchwolke stieg auf. Die Erschütterung war derart heftig, dass sogar mehrere Stationen des Geologischen Dienstes Nordrhein-Westfalen sie maßen. Unter anderem wurde sie an einer Station in rund 40 Kilometer Entfernung registriert. Nach der Explosion brannte das Tanklager mit Lösungsmitteln stundenlang, ehe das Feuer am Mittag unter Kontrolle und weitgehend gelöscht war. „Die Löscharbeiten mussten warten, bis eine Stromleitung vom Netz getrennt war“, erklärte die Stadt. Sogar die Feuerwehr im rund 60 Kilometer entfernten Dortmund warnte vor möglichen Geruchsbelästigungen. Nach Angaben des nordrhein-westfälischen Innenministers Herbert Reul (CDU) bestand bei einem zweiten Tank Explosionsgefahr. Der Tank habe 100.000 Liter hochentzündliche, giftige Abfallstoffe enthalten, sagte Reul. Die Feuerwehr habe die Gefahr aber bannen können. Nach Reuls Angaben waren allein 300 Feuerwehrleute im Einsatz. Anwohner waren aufgefordert worden, geschlossene Räume aufzusuchen sowie Fenster und Türen geschlossen zu halten. Erst am Nachmittag hob Leverkusen die Warnung für die meisten Stadtteile wieder auf – nur im besonders betroffenen Stadtteil Bürrig galt sie weiterhin. Wegen des möglichen Schadstoffausstoßes wurden Anwohner zudem vor dem Verzehr von Obst und Gemüse aus dem eigenen Garten gewarnt. „Es gibt Meldungen zu Rußablagerungen“, sagte Landesgesundheitsministerin Ursula Heinen-Esser (CDU) dem „Kölner Stadt-Anzeiger“ (Mittwoch). Eine genauere Einschätzung sei erst Ende der Woche möglich. Der Chempark ist nach Unternehmensangaben einer der größten Chemieparks Europas. An den drei Standorten Leverkusen, Dormagen und Krefeld-Uerdingen sind über 70 Firmen angesiedelt. Für Nachrichtenseiten wie WirtschaftsWoche Online sind Anzeigen eine wichtige Einnahmequelle. Mit den Werbeerlösen können wir die Arbeit unserer Redaktion bezahlen und Qualitätsartikel kostenfrei veröffentlichen.                                          Leider verweigern Sie uns diese Einnahmen. Wenn Sie unser Angebot schätzen, schalten Sie bitte den Adblocker ab.                                          Danke für Ihr Verständnis,Ihre Wiwo-Redaktion Impressum Datenschutzerklärung Adblocker deaktiviert?",no subject stated,True
iPhone-Hersteller: Apple legt dank iPhone und China-Stärke kräftig zu," Der iPhone-Hersteller legt gute Quartalszahlen vor.  Bild:  Bloomberg  Der iPhone-Hersteller legt gute Quartalszahlen vor.  Neben dem iPhone verhelfen auch Dienstleistungen wie Apple+ dem Unternehmen zu einem Umsatzsprung. Besonders in China schneidet Apple gut ab. Ein boomendes China-Geschäft und eine rege Nachfrage nach 5G-fähigen iPhones haben bei Apple für klingende Kassen gesorgt. Der Umsatz kletterte in den drei Monaten zum 26. Juni um 36 Prozent auf 81,4 Milliarden Dollar, wie der US-Konzern am Dienstag nach US-Börsenschluss bekanntgab. Neben dem langjährigen Bestseller iPhone kamen auch Dienstleistungen wie das Streaming-Angebot Apple + besonders gut an. Firmenchef Tim Cook sagte Reuters, mittlerweile komme der Konzern auf 700 Bezahlkunden über seine verschiedenen Plattformen, nach 660 Millionen im Vorquartal. Besonders gut schnitt Apple in China ab: „Es war nicht nur das iPhone“, sagte Cook. Es habe auch einen Quartalsrekord beim Mac, bei Wearables und bei Dienstleistungen gegeben. Kunden kombinierten ihr iPhones gern mit der Apple Watch. Im dritten Geschäftsquartal seien die Umsätze in China um 58 Prozent auf 14,76 Milliarden Dollar gestiegen. Unter dem Strich verdoppelte sich der Nettogewinn nahezu auf 21,74 Milliarden Dollar. Im Gegensatz zu vielen Konkurrenten leidet Apple kaum unter den Lieferengpässen bei Halbleitern. Lediglich bei den Macs und iPads habe es einige Einflüsse gegeben, hieß es. Entgegen der Erwartungen flachte die Nachfrage nach iPhones nicht ab. Stattdessen stiegen die Einnahmen - auch dank der neuen 12er-Modelle - um fast 50 Prozent auf 39,57 Milliarden Dollar und lagen damit deutlich über den Analysten-Prognosen.Mehr zum Thema: Seit Jahren sträubt sich der iPhone-Hersteller gegen ein EU-weit einheitliches Ladekabel. Der Umwelt und der Innovation zuliebe, sagt Apple. Doch das ist vermutlich nur die halbe Wahrheit. Für Nachrichtenseiten wie WirtschaftsWoche Online sind Anzeigen eine wichtige Einnahmequelle. Mit den Werbeerlösen können wir die Arbeit unserer Redaktion bezahlen und Qualitätsartikel kostenfrei veröffentlichen.                                          Leider verweigern Sie uns diese Einnahmen. Wenn Sie unser Angebot schätzen, schalten Sie bitte den Adblocker ab.                                          Danke für Ihr Verständnis,Ihre Wiwo-Redaktion Impressum Datenschutzerklärung Adblocker deaktiviert?",no subject stated,True
"Bundestagswahl: Union fällt in Umfragen auf 26 Prozent, Grüne legen wieder zu","Nach den ersten Rückschlägen im Wahlkampf können sich die Grünen um ihre Chefin Annalena Baerbock wieder erholen. Armin Laschet und die Union bekommen die Pannen der vergangenen Wochen zu spüren.  Grünen-Chefin Annalena Baerbock kann mit ihrer Partei bei den Umfragen wieder zulegen Bild:  dpa  Grünen-Chefin Annalena Baerbock kann mit ihrer Partei bei den Umfragen wieder zulegen Die Union hat in einer neuen Forsa-Umfrage zur Bundestagswahl im Vergleich zur Vorwoche verloren und kommt nun nur noch auf 26 Prozent. Die Grünen legen zwei Prozentpunkte zu und erreichen 21 Prozent, wie aus dem am Mittwoch veröffentlichten RTL/ntv-Trendbarometer hervorgeht. Die SPD verliert einen Prozentpunkt auf 15 Prozent. Nur noch zwei Punkte dahinter liegt die FDP. Die AfD kommt auf 10 Prozent, die Linke liegt bei 7. Eine Mehrheit hätten im neuen Parlament drei Bündnisse: Schwarz-Grün, eine Koalition aus CDU/CSU, SPD und FDP sowie ein Bündnis aus Grünen, SPD und FDP. Bei der Kanzlerpräferenz gibt es deutliche Veränderungen. Wenn die Menschen in Deutschland den Kanzler direkt wählen könnten, würden sich in dieser Woche 17 Prozent für CDU-Chef Armin Laschet entscheiden – sechs Prozentpunkte weniger als vor einer Woche. Damit rutscht er vom ersten auf den letzten Platz, hinter Grünen-Chefin Annalena Baerbock (19 Prozent) und SPD-Spitzenkandidat Olaf Scholz (18 Prozent). 45 Prozent würden keinen der drei wählen. Die Forsa-Umfrage wurde zwischen dem 20. und 26. Juli erhoben. Wahlumfragen sind generell immer mit Unsicherheiten behaftet. Unter anderem erschweren nachlassende Parteibindungen und immer kurzfristigere Wahlentscheidungen den Meinungsforschungsinstituten die Gewichtung der erhobenen Daten. Das Institut gibt eine statistische Fehlertoleranz von 2,5 Prozentpunkten an. Grundsätzlich spiegeln Umfragen nur das Meinungsbild zum Zeitpunkt der Befragung wider und sind keine Prognosen auf den Wahlausgang. In einer Umfrage des Meinungsforschungsinstituts infratest dimap war die Union vor wenigen Tagen auf 29 Prozent der Stimmen gekommen, die Grünen hatten 19 Prozent erreicht. Mehr: Steuerbelastung für Unternehmer, Spitzenverdiener, Familien: Wer von welcher Partei profitiert Für Nachrichtenseiten wie WirtschaftsWoche Online sind Anzeigen eine wichtige Einnahmequelle. Mit den Werbeerlösen können wir die Arbeit unserer Redaktion bezahlen und Qualitätsartikel kostenfrei veröffentlichen.                                          Leider verweigern Sie uns diese Einnahmen. Wenn Sie unser Angebot schätzen, schalten Sie bitte den Adblocker ab.                                          Danke für Ihr Verständnis,Ihre Wiwo-Redaktion Impressum Datenschutzerklärung Adblocker deaktiviert?",no subject stated,True
Softwarekonzern: Microsoft übertrifft Umsatzerwartungen dank Cloud-Geschäft," Der Softwarekonzern profitiert von seiner Cloud-Sparte. Bild:  Reuters  Der Softwarekonzern profitiert von seiner Cloud-Sparte. Microsofts Cloud-Dienste erweisen sich einmal mehr als einträgliches Geschäftsfeld. Der Softwarekonzern konnte seinen Nettogewinn um 47 Prozent steigern. Der anhaltende Boom des Cloud-Geschäfts hat dem Software-Riesen Microsoft im jüngsten Quartal abermals starke Geschäftszuwächse eingebracht. In den drei Monaten bis Ende Juni kletterten die Erlöse im Jahresvergleich um 21 Prozent auf 46,2 Milliarden Dollar (39,1 Milliarden Euro), wie der Konzern am Dienstag nach US-Börsenschluss in Redmond mitteilte. Der Nettogewinn nahm sogar um 47 Prozent auf 16,5 Milliarden Dollar zu. Damit wurden die Erwartungen der Wall-Street-Analysten klar übertroffen. Microsoft konnte sich einmal mehr auf seine lukrativen Cloud-Services verlassen. Die Azure-Plattform, die zahlreichen anderen Unternehmen und Apps IT-Dienste und Speicherplatz im Netz bietet, steigerte den Umsatz um überraschend starke 51 Prozent. Die PC-Sparte, zu der neben Windows-Software auch Hardware-Produkte wie die Spielkonsole Xbox und „Surface“-Tablets gehören, legte um 9 Prozent auf 14,1 Milliarden Dollar zu. Obwohl die Zahlen besser als erwartet ausfielen, reagierte die Aktie nachbörslich zunächst mit deutlichen Kursverlusten.Mehr zum Thema: Das Cloud-Projekt Gaia-X soll Europa befreien von der Marktmacht dominierender US-Firmen wie Microsoft. Ein Jahr nach dem Start klagen Mitglieder über „Bullshit-Bingo“ und Bürokratie. Für Nachrichtenseiten wie WirtschaftsWoche Online sind Anzeigen eine wichtige Einnahmequelle. Mit den Werbeerlösen können wir die Arbeit unserer Redaktion bezahlen und Qualitätsartikel kostenfrei veröffentlichen.                                          Leider verweigern Sie uns diese Einnahmen. Wenn Sie unser Angebot schätzen, schalten Sie bitte den Adblocker ab.                                          Danke für Ihr Verständnis,Ihre Wiwo-Redaktion Impressum Datenschutzerklärung Adblocker deaktiviert?",no subject stated,True
"Euro/Dollar : Euro hält sich vor Fed-Entscheidung über 1,18 Dollar","Die US-Notenbank Fed gibt am Mittwochabend ihre geldpolitischen Beschlüsse bekannt. Anleger erwarten keine Änderung des Kurses. Das stützt den Euro-Kurs. Der Euro-Kurs hat sich am Mittwochmorgen kaum verändert über 1,18 US-Dollar gehalten. Die Anleger hielten sich vor der Veröffentlichung geldpolitischer Entscheidungen der US-Notenbank Fed zurück, hieß es von Marktbeobachtern. Die Gemeinschaftswährung wurde bei 1,1816 Dollar gehandelt und damit etwa zum gleichen Kurs wie am Vorabend. Die Europäische Zentralbank hatte den Referenzkurs am Dienstagnachmittag auf 1,1810 Dollar festgesetzt. Am Abend werden die US-Währungshüter ihre geldpolitischen Beschlüsse veröffentlichen. Obwohl die Inflationsrate in den USA im Juni auf 5,4 Prozent stieg und damit über der von der Fed anvisierten Zielmarke von 2 Prozent liegt, wird nicht mit einer Trendwende gerechnet. Im geldpolitischen Ausschuss der Fed dürfte zwar eine Diskussion über einen Ausstieg aus der extrem lockeren Geldpolitik stattfinden. Ökonomen rechnen am aber noch nicht mit einem klaren Signal zur Rückführung der Anleihenkäufe. Mehr: Ökonomen warnen vor höherer Inflation Für Nachrichtenseiten wie WirtschaftsWoche Online sind Anzeigen eine wichtige Einnahmequelle. Mit den Werbeerlösen können wir die Arbeit unserer Redaktion bezahlen und Qualitätsartikel kostenfrei veröffentlichen.                                          Leider verweigern Sie uns diese Einnahmen. Wenn Sie unser Angebot schätzen, schalten Sie bitte den Adblocker ab.                                          Danke für Ihr Verständnis,Ihre Wiwo-Redaktion Impressum Datenschutzerklärung Adblocker deaktiviert?",no subject stated,True
Tech-Konzern: Google-Mutter Alphabet steigert Umsatz unerwartet kräftig," Der Google-Mutterkonzern konnte seinen Umsatz kräftig steigern. Bild:  AP  Der Google-Mutterkonzern konnte seinen Umsatz kräftig steigern. Die Erlöse der Google-Mutter Alphabet kletterten um 57 Prozent nach oben. Analysten hat mit deutlich geringeren Zahlen gerechnet. CEO Pichai verweist auf die Stärke des Anzeigengeschäfts. Sprudelnde Werbeeinnahmen haben dem Google-Mutterkonzern Alphabet zu einem Umsatzsprung verholfen. Die Erlöse im zweiten Quartal kletterten währungsbereinigt um 57 Prozent auf 61,88 Milliarden Dollar, wie der weltgrößte Suchmaschinenanbieter am Dienstag nach US-Börsenschluss bekanntgab. Das war deutlich mehr als von Analysten erwartet. Der Gewinn legte noch stärker zu. Von April bis Juni kam Alphabet auf ein Nettoergebnis von 18,53 Milliarden Dollar nach 6,96 Milliarden Dollar im Vorjahreszeitraum. Firmenchef Sundar Pichai begründete die Entwicklung mit nochmals gestiegenen Online-Aktivitäten der Verbraucher und einer allgemeinen Stärke im Anzeigengeschäft. Die Aktie legte nachbörslich um mehr als drei Prozent zu.Mehr zum Thema: Kein Techunternehmen hat so viele Firmen aufgekauft wie Google. Die meisten Übernahmen waren erfolgreich. Für die Google-Holding Alphabet wird das jetzt zum Problem. Für Nachrichtenseiten wie WirtschaftsWoche Online sind Anzeigen eine wichtige Einnahmequelle. Mit den Werbeerlösen können wir die Arbeit unserer Redaktion bezahlen und Qualitätsartikel kostenfrei veröffentlichen.                                          Leider verweigern Sie uns diese Einnahmen. Wenn Sie unser Angebot schätzen, schalten Sie bitte den Adblocker ab.                                          Danke für Ihr Verständnis,Ihre Wiwo-Redaktion Impressum Datenschutzerklärung Adblocker deaktiviert?",no subject stated,True
Rohstoffe: Ölpreise legen zu – Rückgang der US-Lagerbestände stützt die Preise,"Die Ferienzeit lässt den Benzinverbrauch in den USA deutlich ansteigen, die Öl-Reserven im Land sinken. Neue Daten zu den Beständen kommen am Nachmittag.  Brent ist die für Europa wichtigste Ölsorte. Die Sorte WTI stammt aus den USA. Bild:  dpa  Brent ist die für Europa wichtigste Ölsorte. Die Sorte WTI stammt aus den USA. Die Ölpreise sind am Mittwoch gestiegen. Marktbeobachter verwiesen auf einen Rückgang der US-Reserven und ein vergleichsweise starkes Abschmelzen der amerikanischen Benzinreserven. Am Morgen kostete ein Barrel (159 Liter) der Nordseesorte Brent 74,75 Dollar. Das waren 27 Cent mehr als am Vortag. Der Preis für ein Fass der amerikanischen Sorte WTI stieg um 33 Cent auf 71,98 Dollar. Am Vorabend war bekannt geworden, dass der Interessenverband American Petroleum Institute in der vergangenen Woche einen Rückgang der Lagerbestände an Rohöl um 4,7 Millionen Barrel verzeichnete. Besonders stark fiel der Abbau der Benzinbestände mit 6,2 Millionen Barrel aus. In den USA schnellt der Benzinverbrauch in der Ferienzeit traditionell in die Höhe. Ein Rückgang der amerikanischen Reserven sorgt in der Regel für steigende Preise. Am Nachmittag werden die offiziellen Lagerdaten der US-Regierung erwartet. Sie könnte für weitere Impulse sorgen. Hier geht es zur Seite mit dem Brent-Preis, hier zum WTI-Kurs Für Nachrichtenseiten wie WirtschaftsWoche Online sind Anzeigen eine wichtige Einnahmequelle. Mit den Werbeerlösen können wir die Arbeit unserer Redaktion bezahlen und Qualitätsartikel kostenfrei veröffentlichen.                                          Leider verweigern Sie uns diese Einnahmen. Wenn Sie unser Angebot schätzen, schalten Sie bitte den Adblocker ab.                                          Danke für Ihr Verständnis,Ihre Wiwo-Redaktion Impressum Datenschutzerklärung Adblocker deaktiviert?",no subject stated,True
Chemiekonzern: BASF erzielt Gewinn in Milliardenhöhe – will Steigerung über Vorkrisenniveau," Der Chemiekonzern BASF profitiert von einer gestiegenen Nachfrage. Bild:  dpa  Der Chemiekonzern BASF profitiert von einer gestiegenen Nachfrage. Der Chemiekonzern BASF kann dank steigender Preise und Nachfrage im zweiten Quartal einen Milliardengewinn einfahren. Jetzt peilt das Unternehmen für 2021 womöglich den höchsten Umsatz der Firmengeschichte an. Die Geschäfte des weltgrößten Chemiekonzerns BASF laufen immer besser. Die dynamische Geschäftsentwicklung der beiden Vorquartale setze sich dank höherer Preise und Mengen weiter fort, sagte Unternehmenschef Martin Brudermüller bei Vorlage der endgültigen Zahlen für das zweite Quartal am Mittwoch. Für das Gesamtjahr bleibt der Manager zuversichtlich und bestätigte die jüngst angehobene Prognose. Erste Eckdaten hatte der Konzern dabei schon veröffentlicht. Im zweiten Quartal stand unter dem Strich ein Gewinn von 1,65 Milliarden Euro, wie das Dax-Unternehmen mitteilte. Im Vorjahr hatte hier noch wegen Abschreibungen ein Verlust von 878 Millionen Euro gestanden. Das operative Ergebnis (Ebit) vor Sondereinflüssen lag wie bereits bekannt mit 2,36 Milliarden Euro um gut das Zehnfache über dem Wert des Vorjahres. Der Umsatz legte um fast 60 Prozent auf 19,75 Milliarden Euro zu. Für 2021 erwartet BASF einen Umsatz von 74 Milliarden bis 77 Milliarden Euro. Der Ebit-Gewinn soll 7,0 Milliarden bis 7,5 Milliarden Euro erreichen. Mit diesen Zielen peilt BASF eine deutliche Steigerung über das Vorkrisenniveau hinaus an und bestenfalls sogar den höchsten Umsatz in der Firmengeschichte. 2020 hatte BASF ein bereinigtes Ebit von knapp 3,6 Milliarden und Erlöse von rund 59 Milliarden erzielt.Mehr zum Thema: Wirtschaftlich geht es bei der BASF wieder aufwärts, wie die aktuellen Halbjahreszahlen zeigen. Aber wo steht das Unternehmen beim Klimaschutz? Konzernchef Martin Brudermüller hat dazu einiges versprochen. Für Nachrichtenseiten wie WirtschaftsWoche Online sind Anzeigen eine wichtige Einnahmequelle. Mit den Werbeerlösen können wir die Arbeit unserer Redaktion bezahlen und Qualitätsartikel kostenfrei veröffentlichen.                                          Leider verweigern Sie uns diese Einnahmen. Wenn Sie unser Angebot schätzen, schalten Sie bitte den Adblocker ab.                                          Danke für Ihr Verständnis,Ihre Wiwo-Redaktion Impressum Datenschutzerklärung Adblocker deaktiviert?",no subject stated,True
China und Russland: Biden warnt nach Cyberangriffen vor „echtem Krieg“," US-Präsident Joe Biden schließt Krieg gegen China und Russland nach weiteren Hackerangriffen nicht aus.  Bild:  dpa  US-Präsident Joe Biden schließt Krieg gegen China und Russland nach weiteren Hackerangriffen nicht aus.  Nachdem einige große US-Unternehmen kürzlich Cyberangriffen zum Opfer fielen, hat sich US-Präsident Joe Biden dazu geäußert. Mit Blick auf China und Russland sieht er eine wachsende Bedrohung – und die Gefahr eines echten Krieges. Vor dem Hintergrund zunehmender Cyber-Angriffe auf die Vereinigten Staaten warnt US-Präsident Joe Biden als Folge vor einer wachsenden Bedrohung vor einem echten Krieg. „Ich denke, es ist mehr als wahrscheinlich, dass wir in einem Krieg enden werden – einem echten Krieg mit einer Großmacht – als Folge eines Cyberangriffs von großer Tragweite, und die Wahrscheinlichkeit nimmt exponentiell zu“, sagte Biden bei einem Besuch des Büros des Leiters des nationalen Nachrichtendienstes (ODNI) am Dienstag. Die Regierung in Washington sehe eine wachsende Bedrohung durch Russland und China. Biden sagte, der chinesische Präsident Xi Jinping sei „todernst“ wenn es darum ginge, die mächtigste Militärmacht der Welt sowie die größte und bedeutendste Volkswirtschaft der Welt bis Mitte der 40er-Jahre, also bis 2040, zu werden“. Das Thema Cybersicherheit steht ganz oben auf der Tagesordnung der Biden-Regierung, nachdem eine Reihe von öffentlichkeitswirksamen Angriffen auf Unternehmen wie die Netzwerkmanagementfirma SolarWinds, die Firma Colonial Pipeline, den Fleischverarbeitungsbetrieb JBS und die Softwarefirma Kaseya den USA weit mehr geschadet haben als nur den gehackten Unternehmen. Einige der Angriffe wirkten sich in Teilen der Vereinigten Staaten auf die Kraftstoff- und Lebensmittelversorgung aus. Biden betonte, dass er auf den Nachrichtendienst, der 17 Geheimdienste beaufsichtigt, keinerlei politischen Druck ausüben werde. Seine Äußerung stellt eine klare Abkehr von der Politik seines Vorgängers Donald Trump dar, der wiederholt mit den US- Geheimdiensten aneinander geriet, wie beispielsweise in Bezug auf Russlands Rolle bei Trumps Wahlsieg 2016 oder auch bei der Enthüllung, dass Trump Druck auf die Ukraine ausgeübt hat, Ermittlungen gegen Biden einzuleiten. Trump wechselte innerhalb seiner vierjährigen Amtszeit vier Direktoren der nationalen Geheimdienste aus.Mehr zum Thema: Zwei Angriffe mit Erpressungssoftware in den USA scheitern so grandios, wie sie beginnen. Viele vermuten Gegenattacken staatlicher US-Hacker. Mit welchen Methoden arbeiten sie? Und eignen sie sich als Vorbild? Für Nachrichtenseiten wie WirtschaftsWoche Online sind Anzeigen eine wichtige Einnahmequelle. Mit den Werbeerlösen können wir die Arbeit unserer Redaktion bezahlen und Qualitätsartikel kostenfrei veröffentlichen.                                          Leider verweigern Sie uns diese Einnahmen. Wenn Sie unser Angebot schätzen, schalten Sie bitte den Adblocker ab.                                          Danke für Ihr Verständnis,Ihre Wiwo-Redaktion Impressum Datenschutzerklärung Adblocker deaktiviert?",no subject stated,True
Pharmakonzern: Bayer scheitert im US-Verfahren um Chemikalie PCB,"Drei Lehrern wurde wegen des Umweltgifts Schadenersatz in der Höhe von 185 Millionen US-Dollar zugesagt. Bayer will sich wehren und Berufung einlegen.  Das Umweltgift PCB soll für Hirnschädigungen verantwortlich sein, lauteten die Klagen. Bild:  dpa  Das Umweltgift PCB soll für Hirnschädigungen verantwortlich sein, lauteten die Klagen. Bayer hat im US-Rechtsstreit über die seit Jahrzehnten verbotene Chemikalie PCB eine Niederlage erlitten. Eine Geschworenen-Jury sprach in der Nacht zum Mittwoch in Seattle drei Lehrern Schadenersatz in Höhe von insgesamt 185 Millionen US-Dollar (157 Mio Euro) zu, die das Umweltgift für Hirnschädigungen verantwortlich machen. Wie bei anderen Rechtsfällen könnte der zuständige Richter die Summe noch senken. Das Unternehmen, das die Einschätzung der Jury nicht teilt, erwägt Berufung. Wie auch die milliardenschweren Rechtsstreitigkeiten rund um angebliche Krebsrisiken des Unkrautvernichters Glyphosat sind die PCB-Verfahren ein Erbe des US-Saatgutkonzerns Monsanto, den Bayer 2018 übernommen hatte. Wie Glyphosat ist das Thema PCB eine rechtliche Großbaustelle der Leverkusener. So arbeitet Bayer an einer Einigung mit Klägern vor dem Bundesbezirksgericht in Los Angeles. Hier hatte der Richter im Mai eine Einigung wegen angeblich PCB-verseuchter Gewässer erneut zurückgewiesen. Er monierte unter anderem die Frist für die Einreichung von Ansprüchen, sagte aber auch, dass man sich einer Lösung nähere. In den PCB-Verfahren wird Monsanto vorgeworfen, jahrzehntelang verheerende Folgen der toxischen Schadstoffe für Natur und Lebewesen verschwiegen zu haben. Polychlorierte Biphenyle (PCB) wurden in den USA 1979 verboten. In Deutschland dürfen sie seit Ende der 80er Jahre nicht mehr verwendet werden.Mehr: Bayer stellt Zulassungsanträge für Krebsmittel Copanlisib in USA und EU Für Nachrichtenseiten wie WirtschaftsWoche Online sind Anzeigen eine wichtige Einnahmequelle. Mit den Werbeerlösen können wir die Arbeit unserer Redaktion bezahlen und Qualitätsartikel kostenfrei veröffentlichen.                                          Leider verweigern Sie uns diese Einnahmen. Wenn Sie unser Angebot schätzen, schalten Sie bitte den Adblocker ab.                                          Danke für Ihr Verständnis,Ihre Wiwo-Redaktion Impressum Datenschutzerklärung Adblocker deaktiviert?",no subject stated,True
BörsenWoche 318: Zwischen Rausch und Ernüchterung," Bild:  imago images  Tesla, Bitcoin und der deutsche Immobilienmarkt haben eines gemeinsam: Es wird viel spekuliert. Tesla wird erwachsen, so betitelten die Kollegen der Deutschen Presse-Agentur ihren Bericht zum Quartalsergebnis des E-Autobauers zutreffend. Denn dem Unternehmen von Elon Musk ist es erstmals gelungen, mit dem Verkauf von Autos aus den roten Zahlen herauszufahren.  Nun macht ein Quartal noch kein goldenes Jahrzehnt, zumal es etwa im deutschen Tesla-Werk in Brandenburg weiter Schwierigkeiten gibt. Doch selbst Kritiker müssen einräumen, dass es inzwischen sehr unwahrscheinlich ist, dass Tesla nicht zu einem der Top-Spieler am Automobilmarkt aufsteigen wird. Sprich, die kritischen Hürden dazu hat Musk inzwischen überwunden. Eine wichtige Hürde überwand auch ein Lieblingsspielzeug von Musk, das Kryptotauschmittel Bitcoin. Kurz war die Cyberdevise unter die enorm wichtige Unterstützung von 30.000 Dollar gerutscht, nur um dann rasant nach oben zu drehen. Angetrieben von Gerüchten, Amazon könnte Bitcoin bald akzeptieren, raste der Preis sogar über 40.000 Dollar. Amazon dementierte am Dienstag, prompt rutschte der Kurs.  Für Nachrichtenseiten wie WirtschaftsWoche Online sind Anzeigen eine wichtige Einnahmequelle. Mit den Werbeerlösen können wir die Arbeit unserer Redaktion bezahlen und Qualitätsartikel kostenfrei veröffentlichen.                                          Leider verweigern Sie uns diese Einnahmen. Wenn Sie unser Angebot schätzen, schalten Sie bitte den Adblocker ab.                                          Danke für Ihr Verständnis,Ihre Wiwo-Redaktion Impressum Datenschutzerklärung Adblocker deaktiviert?",no subject stated,True
